status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,default,amount_duration_ratio,age_bucket,log_amount,duration_squared,high_installment,amount_per_person,senior_flag,young_flag,multiple_credits,long_duration
no checking account,36,existing credits paid back duly till now,car (new),3079,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee/official,1,no,yes,1,1,85.52777777777777,31-45,8.0323601479245,1296,1,3079.0,0,0,0,1
no checking account,18,critical account/other credits existing,domestic appliances,6070,... < 100 DM,... >= 7 years,3,male : single,none,4,car or other,33,none,own,2,skilled employee/official,1,yes,yes,1,1,337.22222222222223,31-45,8.711113884053544,324,1,6070.0,0,0,1,0
no checking account,10,critical account/other credits existing,radio/television,2146,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,2,skilled employee/official,1,no,yes,1,1,214.6,18-30,7.671360923190644,100,0,2146.0,0,1,1,0
no checking account,60,critical account/other credits existing,car (new),13756,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,63,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,229.26666666666668,60+,9.529230371552156,3600,0,13756.0,1,0,0,1
0 <= ... < 200 DM,60,all credits at this bank paid back duly,furniture/equipment,14782,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,4,unknown/no property,60,bank,for free,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,246.36666666666667,46-60,9.601165503344832,3600,1,14782.0,0,0,1,1
... < 100 DM,48,all credits at this bank paid back duly,others,7685,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled employee/official,1,no,yes,0,0,160.10416666666666,31-45,8.947025655972697,2304,0,7685.0,0,0,0,1
no checking account,18,delay in paying off in the past,domestic appliances,2320,... < 100 DM,unemployed,2,male : married/widowed,none,3,real estate,34,none,own,2,skilled employee/official,1,no,yes,1,1,128.88888888888889,31-45,7.749322464660356,324,0,2320.0,0,0,1,0
no checking account,7,delay in paying off in the past,domestic appliances,846,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,36,none,for free,1,skilled employee/official,1,no,yes,1,1,120.85714285714286,31-45,6.740519359606223,49,1,846.0,0,0,0,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),14318,... < 100 DM,... >= 7 years,4,male : single,none,2,unknown/no property,57,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,397.72222222222223,46-60,9.56927276595613,1296,1,14318.0,0,0,0,1
no checking account,6,critical account/other credits existing,car (new),362,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,52,none,own,2,unskilled - resident,1,no,yes,1,1,60.333333333333336,46-60,5.8916442118257715,36,1,362.0,0,0,1,0
... < 100 DM,20,existing credits paid back duly till now,radio/television,2212,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,39,none,own,1,skilled employee/official,1,yes,yes,1,1,110.6,31-45,7.701652362642226,400,1,2212.0,0,0,0,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,38,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,720.8888888888889,31-45,9.470856776355195,324,1,12976.0,0,0,0,0
no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,no,yes,1,1,58.31818181818182,18-30,7.1569563646156364,484,1,1283.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,car (new),1330,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,own,1,skilled employee/official,1,no,yes,1,1,110.83333333333333,18-30,7.1929342212158,144,1,1330.0,0,0,0,0
no checking account,30,delay in paying off in the past,others,4272,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/life insurance,26,none,own,2,unskilled - resident,1,no,yes,1,1,142.4,18-30,8.35983738064003,900,0,4272.0,0,0,1,1
no checking account,18,critical account/other credits existing,domestic appliances,2238,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,25,none,own,2,skilled employee/official,1,no,yes,1,1,124.33333333333333,18-30,7.71333788887187,324,0,2238.0,0,0,1,0
no checking account,18,existing credits paid back duly till now,domestic appliances,1126,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee/official,1,yes,yes,1,1,62.55555555555556,18-30,7.026426808699636,324,1,1126.0,0,1,0,0
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,7374,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/life insurance,40,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,409.6666666666667,31-45,8.90571557879409,324,1,7374.0,0,0,1,0
0 <= ... < 200 DM,15,critical account/other credits existing,others,2326,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,4,car or other,27,bank,own,1,skilled employee/official,1,no,yes,1,1,155.06666666666666,18-30,7.75190533307861,225,0,2326.0,0,0,0,0
no checking account,9,existing credits paid back duly till now,others,1449,... < 100 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,car or other,27,none,own,2,skilled employee/official,1,no,yes,1,1,161.0,18-30,7.278628942320682,81,1,1449.0,0,0,1,0
no checking account,18,existing credits paid back duly till now,car (new),1820,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/life insurance,30,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,101.11111111111111,18-30,7.506591780070841,324,0,1820.0,0,0,0,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,983,... >= 1000 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,no,yes,1,1,81.91666666666667,18-30,6.890609120147166,144,0,983.0,0,1,0,0
... < 100 DM,36,existing credits paid back duly till now,car (new),3249,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,unknown/no property,39,bank,for free,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,1,90.25,31-45,8.0861025356691,1296,0,1624.5,0,0,0,1
... < 100 DM,6,critical account/other credits existing,domestic appliances,1957,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,car or other,31,none,own,1,skilled employee/official,1,no,yes,1,1,326.1666666666667,31-45,7.579167967396076,36,0,1957.0,0,0,0,0
no checking account,9,critical account/other credits existing,radio/television,2406,... < 100 DM,unemployed,2,male : single,none,3,car or other,31,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,267.3333333333333,31-45,7.785720896534624,81,0,2406.0,0,0,0,0
0 <= ... < 200 DM,39,delay in paying off in the past,retraining,11760,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,1,1,301.53846153846155,31-45,9.372459221452617,1521,0,11760.0,0,0,0,1
... < 100 DM,12,existing credits paid back duly till now,radio/television,2578,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,55,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,214.83333333333334,46-60,7.8547691834991324,144,1,2578.0,0,0,0,0
... < 100 DM,36,critical account/other credits existing,radio/television,2348,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,46,none,own,2,skilled employee/official,1,yes,yes,1,1,65.22222222222223,46-60,7.761319180947987,1296,1,2348.0,0,0,1,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1223,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,1,real estate,46,none,rent,2,skilled employee/official,1,no,yes,0,0,101.91666666666667,46-60,7.109062135687172,144,0,1223.0,0,0,1,0
no checking account,24,critical account/other credits existing,domestic appliances,1516,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,no,yes,1,1,63.166666666666664,31-45,7.323830566202317,576,1,1516.0,0,0,1,1
no checking account,18,existing credits paid back duly till now,domestic appliances,1473,... < 100 DM,... < 1 year,3,male : married/widowed,none,4,real estate,39,none,own,1,skilled employee/official,1,yes,yes,1,1,81.83333333333333,31-45,7.29505641646263,324,1,1473.0,0,0,0,0
0 <= ... < 200 DM,18,critical account/other credits existing,others,1887,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,28,bank,own,2,skilled employee/official,1,no,yes,1,1,104.83333333333333,18-30,7.54274354536855,324,1,1887.0,0,0,1,0
no checking account,24,delay in paying off in the past,others,8648,... < 100 DM,... < 1 year,2,male : single,none,2,car or other,27,bank,own,2,skilled employee/official,1,yes,yes,0,0,360.3333333333333,18-30,9.065083359319043,576,0,8648.0,0,0,1,1
no checking account,14,delay in paying off in the past,car (new),802,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,1,57.285714285714285,18-30,6.687108607866515,196,1,802.0,0,0,1,0
0 <= ... < 200 DM,18,delay in paying off in the past,car (new),2899,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,43,none,own,1,skilled employee/official,2,no,yes,1,1,161.05555555555554,31-45,7.972121128921655,324,1,1449.5,0,0,0,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,2039,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,building society savings agreement/life insurance,22,none,own,1,skilled employee/official,1,yes,yes,0,0,84.95833333333333,18-30,7.620214770574455,576,0,2039.0,0,1,0,1
no checking account,24,critical account/other credits existing,car (used),2197,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,43,none,own,2,skilled employee/official,2,yes,yes,1,1,91.54166666666667,31-45,7.69484807238461,576,1,1098.5,0,0,1,1
... < 100 DM,15,existing credits paid back duly till now,domestic appliances,1053,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,27,none,own,1,skilled employee/official,1,no,no,1,1,70.2,18-30,6.959398512133975,225,1,1053.0,0,0,0,0
no checking account,24,existing credits paid back duly till now,domestic appliances,3235,500 <= ... < 1000 DM,... >= 7 years,3,male : divorced/separated,none,2,car or other,26,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,134.79166666666666,18-30,8.081784206935001,576,1,3235.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,car (new),939,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : married/widowed,none,2,real estate,28,none,own,3,skilled employee/official,1,yes,yes,0,0,78.25,18-30,6.844815479208263,144,1,939.0,0,0,1,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,1967,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,4,car or other,20,none,own,1,skilled employee/official,1,yes,yes,1,1,81.95833333333333,18-30,7.584264818389059,576,1,1967.0,0,1,0,1
no checking account,33,critical account/other credits existing,car (used),7253,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,219.78787878787878,31-45,8.889170455363413,1089,1,7253.0,0,0,1,1
no checking account,12,critical account/other credits existing,others,2292,... < 100 DM,unemployed,4,male : single,none,2,car or other,42,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,191.0,31-45,7.73718007783463,144,1,2292.0,0,0,1,0
no checking account,10,existing credits paid back duly till now,car (new),1597,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male : single,none,2,unknown/no property,40,none,rent,1,unskilled - resident,2,no,no,1,1,159.7,31-45,7.3758821482150125,100,1,798.5,0,0,0,0
... < 100 DM,24,existing credits paid back duly till now,car (new),1381,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,yes,0,0,57.541666666666664,31-45,7.2305631534092925,576,1,1381.0,0,0,0,1
no checking account,36,critical account/other credits existing,car (used),5842,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,35,none,own,2,skilled employee/official,2,yes,yes,1,1,162.27777777777777,31-45,8.672828482947686,1296,0,2921.0,0,0,1,1
... < 100 DM,12,existing credits paid back duly till now,car (new),2579,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,unskilled - resident,2,no,yes,0,0,214.91666666666666,31-45,7.8551570058813445,144,1,1289.5,0,0,0,0
... < 100 DM,18,delay in paying off in the past,retraining,8471,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,car or other,23,none,rent,2,skilled employee/official,1,yes,yes,1,1,470.6111111111111,18-30,9.044403844431551,324,0,8471.0,0,1,1,0
no checking account,21,existing credits paid back duly till now,car (new),2782,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,31,bank,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,132.47619047619048,31-45,7.930925372483388,441,0,2782.0,0,0,0,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,0,0,57.888888888888886,31-45,6.948897222313312,324,1,1042.0,0,0,0,0
no checking account,15,existing credits paid back duly till now,car (new),3186,... >= 1000 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,3,car or other,20,none,rent,1,skilled employee/official,1,no,yes,1,1,212.4,18-30,8.066521490469993,225,0,3186.0,0,1,0,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2028,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,car or other,30,none,own,1,skilled employee/official,1,no,yes,1,1,169.0,18-30,7.614805364711073,144,1,2028.0,0,0,0,0
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),958,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,real estate,47,none,own,2,unskilled - resident,2,no,yes,1,1,79.83333333333333,46-60,6.86484777797086,144,0,479.0,0,0,1,0
no checking account,21,delay in paying off in the past,radio/television,1591,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : single,none,3,real estate,34,none,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,75.76190476190476,31-45,7.372118028337787,441,1,1591.0,0,0,1,1
